id,title,description,date_created,date_modified,date_published,doi,tags,preprint_link,contributors,subjects,matching_terms
tbr3c_v1,Backchannels in conversations between autistic adults are less frequent and less diverse prosodically and lexically,Backchannels (listener signals such as “mmhm” or “okay”) are a ubiquitous and essential feature of spoken interaction. They are used by listeners p...,2023-05-26T10:03:06.284497,2024-06-20T15:10:15.792598,2023-05-26T10:06:53.193196,,"autism spectrum disorder, backchannels, conversation, entropy, feedback, intonation, prosody, response tokens",https://osf.io/preprints/psyarxiv/tbr3c_v1/,N/A,N/A,"autis, adult"
3d4ea_v1,Reading without eye movements: Improving reading comprehension in young adults with Attention-Deficit/Hyperactivity Disorder (ADHD),Impaired reading comprehension is a common complaint in ADHD that is accompanied by altered eye movement patterns. Here we tested whether minimizin...,2023-03-10T19:03:51.802832,2024-06-20T14:46:32.876352,2023-03-10T19:23:27.413783,,,https://osf.io/preprints/psyarxiv/3d4ea_v1/,N/A,N/A,"adhd, adult"
4g872_v1,Multimodal investigations of human face perception in neurotypical and autistic adults,Faces are among the most important visual stimuli that we perceive in everyday life. Although there is a plethora of literature studying many aspec...,2023-03-06T15:46:44.170126,2024-06-20T14:59:50.656944,2023-03-06T15:56:36.336606,,"Amygdala, Autism spectrum disorder, Emotion, Face, Multimodal, Social trait judgment",https://osf.io/preprints/psyarxiv/4g872_v1/,N/A,N/A,"autis, adult"
8hp2y_v1,Binocular Rivalry in Socially Anxious Adults,"Social anxiousness is a pervasive symptom in both social anxiety disorder and autism spectrum conditions. Binocular rivalry, which occurs when diff...",2023-03-05T00:24:48.770219,2024-06-20T14:38:54.817464,2023-03-05T00:34:47.760324,,"autism, binocular rivalry, social anxiety, social anxiousness, switch rates",https://osf.io/preprints/psyarxiv/8hp2y_v1/,N/A,N/A,"autis, adult"
7x8cw_v1,An investigation of autistic opinions about autism-related genomic research.,"Genomic studies of autism are a heavily debated, often controversial, topic, with the recently launched Spectrum 10k study postponed in response to...",2023-02-17T13:39:09.550481,2024-01-05T14:53:57.421321,2023-02-17T15:08:28.853358,,"Autism, Co-Productive, Genetics, Genomics, Qualitative, Spectrum 10K",https://osf.io/preprints/psyarxiv/7x8cw_v1/,N/A,N/A,autis
nx7da_v1,Autistic individuals do not alter visual processing strategy during  encoding versus recognition of faces: A hidden Markov modeling approach,"Purpose: Visual face recognition - the ability to encode, discriminate, and recognize the faces of others - is fundamentally supported by eye movem...",2023-02-13T15:21:03.306144,2024-06-20T14:58:27.390470,2023-02-13T15:35:26.012409,,,https://osf.io/preprints/psyarxiv/nx7da_v1/,N/A,N/A,"autis, app"
x4uej_v1,A community-based approach to longitudinal language research with racially &amp; ethnically minoritized autistic young adults: Lessons learned and new directions,"Purpose: Language and autism research each typically exclude racially and ethnically minoritized (REM) autistic individuals. In addition, in the ca...",2023-01-23T16:06:15.928603,2024-06-20T14:53:40.244107,2023-01-23T16:08:03.321555,,,https://osf.io/preprints/psyarxiv/x4uej_v1/,N/A,N/A,"autis, app, adult"
2gq3y_v1,Diversity in autistic play: Autistic adults’ experiences,Background Play is important for mental health and wellbeing. Descriptions of autistic play have typically focused on ‘deficits’ and are based on c...,2023-01-12T09:23:40.511780,2024-06-20T15:18:55.318631,2023-01-12T10:03:37.141175,,"Autism, Autistic perspectives, Interpretative phenomenological analysis, Lived experience, Neurodiversity, Play, Qualitative research",https://osf.io/preprints/psyarxiv/2gq3y_v1/,N/A,N/A,"autis, adult"
m8fhk_v1,●	Repeat after me?  Both Children with and without Autism Commonly Align Their Language with That of Their Caregivers,"Introduction: The role of linguistic repetition in child language is complicated. Echolalia, the persistent repetition of one’s interlocutor’s utte...",2023-01-12T08:42:03.472521,2024-06-20T14:41:21.589279,2023-01-12T08:49:29.752035,,,https://osf.io/preprints/psyarxiv/m8fhk_v1/,N/A,N/A,autis
am5e4_v1,Leisure participation of autistic adults:  An ecological momentary assessment feasibility study,"Autistic adults participate less and express lower satisfaction in leisure activities than nonautistic adults, although literature is limited. The ...",2022-12-22T16:55:42.258549,2024-06-20T14:43:48.197283,2022-12-22T17:06:44.038121,,"autism, daily diary, ecological momentary assessment, leisure, wellbeing",https://osf.io/preprints/psyarxiv/am5e4_v1/,N/A,N/A,"autis, adult"
w9dqe_v1,A novel image database for social concepts reveals preference biases in autistic spectrum in adults and children,"Human beings display the extraordinary ability of grasping and communicating abstract concepts. Yet, no standardised instruments exist to assess th...",2022-11-21T13:37:58.270008,2024-01-09T14:11:54.666683,2022-11-21T13:58:55.108898,,,https://osf.io/preprints/psyarxiv/w9dqe_v1/,N/A,N/A,"autis, adult"
qg9bt_v1,Diagnosis as a new beginning not an end: A participatory photovoice study on navigating an autism diagnosis in adulthood,"Autistic people diagnosed in adulthood often report that the experience can be life-changing, but there are issues with the diagnostic pathway. Few...",2022-11-16T14:58:02.791200,2022-11-22T20:46:31.428522,2022-11-16T15:02:40.478744,,"autism diagnosis, autistic identity, participatory, photovoice",https://osf.io/preprints/psyarxiv/qg9bt_v1/,N/A,N/A,"autis, adult"
wu8t4_v1,Recommendations to improve primary healthcare for people with autism: a Delphi-study,"Autistic people often experience health problems and a range of healthcare barriers. Therefore, the aim of this study was to evaluate barriers and ...",2022-11-11T13:16:16.222828,2022-11-12T05:02:25.913562,2022-11-11T13:19:58.459515,,"autism spectrum disorder, barriers, general practice, healthcare access, primary care, recommendations",https://osf.io/preprints/psyarxiv/wu8t4_v1/,N/A,N/A,autis
y8zj3_v1,Autism-related language preferences of French-speaking autistic adults: an online survey,"Background: In recent years, there have been increasing discussions surrounding the appropriate terminology to talk about autism. Initially, this d...",2022-11-07T17:45:12.750475,2023-12-13T15:34:10.733590,2022-11-07T17:51:34.756663,10.1089/aut.2022.0056,"Autism, French, Language preferences, Neurodiversity",https://osf.io/preprints/psyarxiv/y8zj3_v1/,N/A,N/A,"autis, app, adult"
wmkju_v1,Autistic traits are associated with enhanced working memory capacity for abstract visual stimuli,We tested whether the association between autistic traits and enhanced performance in visual-perceptual tasks extends to visual working memory capa...,2022-10-28T17:05:10.935807,2024-06-20T14:45:04.682527,2022-10-28T17:10:24.966303,10.1016/j.actpsy.2023.103905,"autism, autistic traits, visual cognition, visual processing, visual short-term memory, working memory",https://osf.io/preprints/psyarxiv/wmkju_v1/,N/A,N/A,autis
pjwmv_v1,Generalizable prediction of childhood ADHD symptoms from neurocognitive testing and youth characteristics,Importance: Childhood Attention-Deficit/Hyperactivity Disorder (ADHD) symptoms are linked to many negative outcomes and widely believed to result f...,2022-09-26T18:34:07.039670,2024-06-20T14:41:40.772265,2022-09-26T18:41:01.791498,,"ABCD Study, Attention-Deficit/Hyperactivity Disorder, cognitive control, cross-validation, diffusion model, executive function, machine learning, screen time",https://osf.io/preprints/psyarxiv/pjwmv_v1/,N/A,N/A,adhd
yj6q4_v1,Smartphone-assisted Psychoeducation in Adult Attention-Deficit/Hyperactivity Disorder: A Randomized Controlled Trial,"Psychoeducation is generally recommended in the treatment of adult Attention-Deficit/Hyperactivity Disorder (ADHD), but only few studies have syste...",2022-08-29T14:29:07.799663,2024-06-20T15:29:15.023349,2022-08-29T16:42:23.436987,10.1016/j.psychres.2022.114802,"Adult ADHD, Digital Health, Group Psychotherapy, Medical Technology, mHealth Applications, Mobile App, Psychoeducation, RCT, Smartphone",https://osf.io/preprints/psyarxiv/yj6q4_v1/,N/A,N/A,"adhd, app, mhealth, adult"
dmbfp_v1,One Size Does Not Fit All: An Individualized Approach to Understand Heterogeneous Cognitive Performance in Autistic Adults,"Cognitive performances of autistic people vary widely. Therefore, previous group-based comparisons on cognitive aging in autistic adults might have...",2022-08-04T10:03:34.791938,2024-06-20T15:02:04.705953,2022-08-04T10:41:32.173399,10.1002/aur.2878,,https://osf.io/preprints/psyarxiv/dmbfp_v1/,N/A,N/A,"autis, app, adult"
mqbvu_v1,The Computational Psychiatry of Antisocial Behaviour and Psychopathy,"Antisocial behaviours such as disobedience, lying, stealing, destruction of property, and aggression towards others are common to multiple disorder...",2022-07-25T09:07:32.983677,2024-06-20T14:47:06.171510,2022-07-25T09:15:22.046590,,"Antisocial, attention deficit hyperactivity disorder, computational modelling, computational psychiatry, conduct disorder, machine learning, oppositional defiant disorder, psychopathy",https://osf.io/preprints/psyarxiv/mqbvu_v1/,N/A,N/A,attention deficit
6cgur_v1,"A systematic review of randomized controlled trials on efficacy and safety of transcranial direct current stimulation in major neurodevelopmental disorders: ADHD, autism, and dyslexia","Objective Among the target groups in child and adolescent psychiatry, transcranial direct current stimulation (tDCS) has been more applied in neuro...",2022-07-15T07:32:06.153080,2024-12-19T17:34:07.923135,2022-07-15T07:53:10.199894,10.1002/brb3.2724,"ADHD, Autism spectrum disorder, dyslexia, neurodevelopmental disorders, RCT, systematic review, Transcranial direct current stimulation",https://osf.io/preprints/psyarxiv/6cgur_v1/,N/A,N/A,"adhd, autis, app, adolescen"
r5dbg_v1,Who participates in ecological momentary assessment (EMA) studies? Predicting participation in a general population EMA study,"Most ecological momentary assessment (EMA) studies rely on non-random and non-probability sampling approaches, leaving open the possibility that th...",2022-05-31T16:05:17.803377,2022-05-31T18:06:52.731399,2022-05-31T16:39:41.412171,,"ecological momentary assessment, experience sampling, machine learning, recruitment, sampling",https://osf.io/preprints/psyarxiv/r5dbg_v1/,N/A,N/A,app
q3c9e_v1,Pupil dilation as a marker of dysfunctional arousal regulation during sustained attention in children and adolescents with ADHD,The pupil size is influenced by attention and arousal enabling the use of pupillometry to explore underlying neurobiological and neurochemical proc...,2022-05-24T17:31:15.762618,2022-10-20T14:44:20.809586,2022-05-24T17:39:43.750379,,"ADHD, arousal regulation, blink rate, neurodevelopmental disorders, Pupil dilation, sustained attention",https://osf.io/preprints/psyarxiv/q3c9e_v1/,N/A,N/A,"adhd, adolescen"
5nzs2_v1,A d factor? Understanding trait distractibility and its relationships with ADHD symptomatology and hyperfocus,"People differ substantially in their vulnerability to distraction. Yet, many types of distractions exist, from external stimulation to internal tho...",2022-05-18T20:01:12.341176,2023-10-27T17:23:26.163279,2022-05-18T20:05:17.024209,10.1371/journal.pone.0292215,"ADHD, distraction, hyperfocus, mind-wandering, repetitive negative thinking, unwanted intrusive thoughts",https://osf.io/preprints/psyarxiv/5nzs2_v1/,N/A,N/A,adhd
859x3_v1,Autism-related language preferences of English-speaking autistic adults across the globe: A mixed methods investigation,"Over the past two decades, there have been increasing discussions around which terms should be used to talk about autism. Whilst these discussions ...",2022-05-10T08:30:32.035636,2022-12-26T23:39:12.775514,2022-05-10T08:51:52.945288,10.1002/aur.2864,"Autism, Disability, Language, Neurodiversity, Policy, Terminology",https://osf.io/preprints/psyarxiv/859x3_v1/,N/A,N/A,"autis, adult"
p2u7g_v1,Cardiovascular Disease Risk Factors in Autistic Adults: The Impact of Sleep Quality and Antipsychotic Medication Use,"Introduction: Approximately 40% of American adults are affected by cardiovascular disease (CVD) risk factors (e.g., high blood pressure, high chole...",2022-04-29T15:00:45.988671,2023-03-14T14:38:48.618143,2022-04-29T15:06:24.596331,10.1002/aur.2872,"antipsychotic medications, cardiovascular disease, health, sex differences, sleep quality",https://osf.io/preprints/psyarxiv/p2u7g_v1/,N/A,N/A,"autis, app, adult"
9qadm_v1,“It is a big spider web of things”: Sensory experiences of autistic adults in public spaces,"Background: Sensory processing differences are commonly experienced by autistic individuals, and some sensory experiences can greatly impact the me...",2022-03-18T15:26:05.085720,2022-09-29T14:37:04.415293,2022-03-18T15:32:16.343286,10.1089/aut.2022.0024,"accessibility, accessible design, autism, co-production, environments, neurodiversity, participatory research, qualitative research, sensory processing",https://osf.io/preprints/psyarxiv/9qadm_v1/,N/A,N/A,"autis, adult"
7m6wz_v1,"Gender specificity of self- stigma, public stigma, and help-seeking sources of mental disorders in youths",Self-stigma and public stigma are major barriers to seeking help for mental health problems and they are sensitive to gender. This study investigat...,2022-03-07T10:05:07.213367,2022-03-10T23:02:29.753105,2022-03-07T11:36:56.564175,10.1037/sah0000366,"adolescents, help-seeking, mental disorder, psychotherapy, public stigma, self-stigma, youths",https://osf.io/preprints/psyarxiv/7m6wz_v1/,N/A,N/A,adolescen
b73dy_v1,Event-related brain oscillations in attention-deficit/hyperactivity disorder (ADHD): a systematic review and meta-analysis,Previous studies have associated attention-deficit/hyperactivity disorder (ADHD) with several alterations in electroencephalographic (EEG) activity...,2022-02-07T10:48:57.985017,2022-06-17T16:20:33.646953,2022-02-07T10:54:05.070984,,,https://osf.io/preprints/psyarxiv/b73dy_v1/,N/A,N/A,adhd
cugr2_v1,The impact of Developmental Language Disorder in a defendant’s description on mock jurors’ perceptions and judgements,"Background: While it has been posited that young people with language needs may be viewed more negatively (e.g. as more rude, less cooperative) tha...",2022-02-04T17:00:13.090734,2022-03-07T14:01:19.233873,2022-02-04T17:07:56.932944,,,https://osf.io/preprints/psyarxiv/cugr2_v1/,N/A,N/A,young people
tdf58_v1,Differences in the effect of transcranial direct current stimulation of the pre-supplementary motor area on imitation inhibition according to autism spectrum traits,Adequate inhibition of automatic imitative tendencies is crucial in our daily lives. There have been inconsistent reports regarding the neural mech...,2022-01-26T07:00:35.806388,2022-02-19T17:08:46.398084,2022-01-26T07:19:57.544740,,,https://osf.io/preprints/psyarxiv/tdf58_v1/,N/A,N/A,autis
2nhbv_v1,The perceived causal relations between sensory reactivity differences and anxiety symptoms in autistic adults,"Background: Rates of anxiety are inordinately high in autistic adults. Sensory reactivity differences, such as hyperreactivity (e.g., strong reacti...",2022-01-12T17:16:37.927573,2022-09-29T14:40:06.956831,2022-01-12T17:22:43.574213,10.1089/aut.2022.0018,"adults, anxiety, autism, perceived causal relations, sensory",https://osf.io/preprints/psyarxiv/2nhbv_v1/,N/A,N/A,"autis, adult"
yxu78_v1,Camouflaging in Developmental Language Disorder: The views of speech and language therapists and parents,"Background: Camouflaging has been the subject of research in conditions which affect communication skills and social functioning such as autism, an...",2021-12-10T11:35:14.850131,2022-01-28T00:53:42.327428,2021-12-10T11:44:12.131407,,,https://osf.io/preprints/psyarxiv/yxu78_v1/,N/A,N/A,autis
qrxed_v1,Comparison of mental health and subjective quality of life in sexual minority  versus heterosexual autistic adults,"Background: Although disparities in mental health and subjective quality of life have been reported for autistic adults, reasons for these disparit...",2021-12-06T03:04:58.608254,2021-12-21T16:06:41.668256,2021-12-06T03:10:21.788998,,,https://osf.io/preprints/psyarxiv/qrxed_v1/,N/A,N/A,"autis, adult"
ysjec_v1,Caregiver linguistic alignment to autistic and typically developing children,"Background: Language development is a highly interactive activity. However, most research on linguistic environment has focused on quantity and com...",2021-11-19T14:39:57.045848,2023-07-09T19:18:12.194096,2021-11-19T14:46:21.211312,,"autism, conversations, language development, linguistic alignment, natural language processing",https://osf.io/preprints/psyarxiv/ysjec_v1/,N/A,N/A,autis
hjy6p_v1,Sleep problems and daytime functioning in adolescents with ASD,"Sleep problems commonly occur in adolescents with an autism spectrum disorder diagnosis (ASD). However, the knowledge of how sleep problems affect ...",2021-11-15T10:30:45.547208,2022-10-05T14:18:59.882127,2021-11-15T14:58:57.038100,,"ASD, autism spectrum disorder, daytime functioning, sleep",https://osf.io/preprints/psyarxiv/hjy6p_v1/,N/A,N/A,"autis, asd, adolescen"
yfv8w_v1,Relationship between Parental Autistic Traits and Parenting Difficulties in a Japanese Community Sample,Background: Previous studies have suggested an association between higher levels of parental autistic traits and negative aspects of parenting; how...,2021-11-04T03:35:07.098241,2021-11-08T06:37:01.328304,2021-11-04T03:47:22.795744,,,https://osf.io/preprints/psyarxiv/yfv8w_v1/,N/A,N/A,autis
ncbem_v1,Lockdown experiences and views on future research participation of autistic adults in the UK during the first six months of the COVID-19 pandemic,The COVID-19 lockdown was a set of nationwide public health restrictions in force on the UK from March 2020 in response to the coronavirus pandemic...,2021-10-26T14:27:13.707009,2021-12-12T21:36:24.452078,2021-10-26T14:45:31.124598,,,https://osf.io/preprints/psyarxiv/ncbem_v1/,N/A,N/A,"autis, adult"
yz8q6_v1,Mapping normative trajectories of cognitive function and its relation to psychopathology symptoms and genetic risk in youth,Background. Adolescence hosts a sharp increase in the incidence of mental disorders. The prodromal phases are often characterized by cognitive defi...,2021-10-19T07:33:29.492347,2021-10-22T10:45:29.372443,2021-10-19T12:59:44.309780,,,https://osf.io/preprints/psyarxiv/yz8q6_v1/,N/A,N/A,"app, adolescen"
8myu4_v1,Polygenic influences associated with adolescent cognitive skills,Genes play an important role in children’s cognitive ability through puberty and into adolescence. Recent advances in genomics has enabled us to te...,2021-10-11T04:43:37.017446,2021-10-12T07:23:42.817234,2021-10-11T04:56:06.334819,,"cognition, developmental psychology, education, genetics, mental health, polygenic risk scores",https://osf.io/preprints/psyarxiv/8myu4_v1/,N/A,N/A,adolescen
h6yaz_v1,Parents’ Perceptions of The Impact of COVID-19 and School Transition on Autistic Children’s Friendships,"Friendships play a key role in supporting a successful transition to a new school for autistic children and young people. However, little is known ...",2021-09-28T14:19:24.676258,2022-12-21T12:04:28.200188,2021-09-28T14:26:18.397946,,"autism, friendships, qualitative research, reflexive thematic analysis, school transition, special education",https://osf.io/preprints/psyarxiv/h6yaz_v1/,N/A,N/A,"autis, young people"
hy4mp_v1,"Psychopathology, Global Functioning, and ADHD Persistence in Relation to Childhood Adversity: A Latent Class Analysis Approach",We examine the impacts of childhood adversity on adult outcomes for women with and without childhood ADHD using an ethnically diverse sample of 140...,2021-09-14T16:50:47.795792,2021-09-25T16:14:13.210669,2021-09-14T16:57:50.998206,,,https://osf.io/preprints/psyarxiv/hy4mp_v1/,N/A,N/A,"adhd, app, adult"
9mutg_v1,Psychosocial Characteristics of Involuntary Celibates (Incels): A Review of Empirical Research and Assessment of the Potential Implications of Research on Adult Virginity and Late Sexual Onset,Incels are defined as involuntary celibates who are part of an online community characterized by an anti-women ideology. We review research on the ...,2021-09-08T16:55:11.387695,2022-11-02T20:18:47.419217,2021-09-08T17:00:26.181637,,"Incels, Involontary Celibacy, Mental Health, Sexual Onset, Suicide, Virginity",https://osf.io/preprints/psyarxiv/9mutg_v1/,N/A,N/A,adult
eb3vj_v1,Late adolescent outcomes of different developmental trajectories of ADHD symptoms in a large longitudinal study,"Background: There exists substantial heterogeneity in the developmental trajectories of ADHD symptoms, with distinctions often made between persist...",2021-08-31T12:40:43.766331,2023-10-03T18:35:15.871333,2021-08-31T12:51:08.731628,,"adhd, adolescent outcomes, onset, persistence, remission, trajectories",https://osf.io/preprints/psyarxiv/eb3vj_v1/,N/A,N/A,"adhd, adolescen"
q4e9k_v1,Play-Based Interventions for Mental Health-A Systematic Review and Meta-Analysis Focused on Children and Adolescents with Autism Spectrum Disorder and Developmental Language Disorder,"Background and Aims Play-based interventions are used ubiquitously with children with social, communication, and language needs but the impact of t...",2021-08-02T13:37:09.926803,2023-02-14T16:09:14.015991,2021-08-02T14:25:22.079369,,"Autism Spectrum Disorder, Developmental Language Disorder, Mental-health, Play-based Interventions, Systematic Literature Review",https://osf.io/preprints/psyarxiv/q4e9k_v1/,N/A,N/A,"autis, adolescen"
empv3_v1,"The Social Shapes Test as a Self-Administered, Online Measure of Social Intelligence: Two Studies with Typically Developing Adults and Adults with Autism Spectrum Disorder",The Social Shapes Test (SST) is a measure of social intelligence which does not use human faces or rely on extensive verbal ability. The SST has sh...,2021-07-30T13:22:53.799521,2023-01-23T18:35:51.665616,2021-07-30T13:27:26.822788,10.1007/s10803-023-05901-2,"autism spectrum disorder, online testing, social cognition, social intelligence, theory of mind",https://osf.io/preprints/psyarxiv/empv3_v1/,N/A,N/A,"autis, adult"
cekxp_v1,Methods of Studying Pathological Demand Avoidance  in Children and Adolescents: A Scoping Review  Protocol,The construct of pathological demand avoidance (PDA) is relatively new and contested. Clinical reports indicate a population who obsessively resist...,2021-07-29T12:49:28.898056,2021-07-31T15:58:40.156072,2021-07-29T12:58:57.140894,,"autism, demand avoidance behaviours, extreme demand avoidance, methods, pathological demand avoidance",https://osf.io/preprints/psyarxiv/cekxp_v1/,N/A,N/A,"autis, adolescen"
fk5nz_v1,Autism and inner speech:  a computational model of language functions in autistic flexible behaviour,"Experimental and computational studies propose that inner speech boosts categorisation skills and executive functions, making human behaviour more ...",2021-07-21T09:59:02.349264,2022-03-02T03:22:58.240878,2021-07-21T10:15:10.914595,,"Ageing, Autism Spectrum Condition, Cognitive flexibility, Computational model, Inner speech, WCST",https://osf.io/preprints/psyarxiv/fk5nz_v1/,N/A,N/A,autis
tber7_v1,Social Support and Links to Quality of Life Among Middle and Older Age Autistic Adults,"Social support has a positive impact on quality of life (QoL) in neurotypical older adults and young autistic adults, but the association for older...",2021-07-08T15:45:01.681755,2023-03-14T14:44:28.993156,2021-07-08T15:49:15.606226,10.1177/13623613221081917,"Adulthood, Autism, Quality of Life, Social support",https://osf.io/preprints/psyarxiv/tber7_v1/,N/A,N/A,"autis, adult"
f8md9_v1,How to Measure Camouflaging? A Conceptual Replication of the Validation of the Camouflaging Autistic Traits Questionnaire in Dutch Adults.,"Background: Camouflaging behavior is often defined as using strategies to hide autistic characteristics. In this study, we investigated how to meas...",2021-06-18T14:45:21.343672,2022-11-08T08:12:39.925484,2021-06-18T14:50:20.173426,,"autism, camouflaging, discrepancy approach, psychometric properties, sex differences",https://osf.io/preprints/psyarxiv/f8md9_v1/,N/A,N/A,"autis, app, adult"
ed8m5_v1,Childhood trauma as a mediator of the association between autistic traits and psychotic experiences: evidence from the ALSPAC birth cohort,"Introduction: There is increasing evidence that autistic traits are associated with psychotic experiences. However, the mechanisms underlying such ...",2021-06-14T12:11:07.395700,2021-06-15T18:48:42.138848,2021-06-14T12:29:28.292354,,,https://osf.io/preprints/psyarxiv/ed8m5_v1/,N/A,N/A,autis
mq53a_v1,Comparing internal representations of facial expression kinematics between autistic and non-autistic adults,Recent developments suggest that autistic individuals may require static and dynamic angry expressions to be of higher emotional intensity in order...,2021-06-07T15:54:06.876162,2022-09-07T19:29:26.816159,2021-06-07T16:02:20.725051,10.1002/aur.2642,"Autism, Emotion Recognition, Emotion Representations, Facial Expression, Kinematics",https://osf.io/preprints/psyarxiv/mq53a_v1/,N/A,N/A,"autis, adult"
46jtg_v1,The Impact of Psychological Theory on the Treatment of  Attention Deficit Hyperactivity Disorder (ADHD) in Adults: A Scoping Review,Psychological theory and interpretation of research are key elements influencing clinical treatment development and design in Attention Deficit Hyp...,2021-06-02T12:23:20.818345,2021-08-10T13:22:27.968854,2021-06-02T12:33:27.091265,,"ADHD, adults, Attention Deficit Hyperactivity Disorder, non-pharmacological therapy, scoping, Theory",https://osf.io/preprints/psyarxiv/46jtg_v1/,N/A,N/A,"adhd, attention deficit, adult"
vqy2u_v1,High spatial frequency information in primes hastens happy faces categorization in autistic adults.,Where does the remarkable human ability to quickly identify facial emotion come from? Coarse-to-Fine integration of visual information may play a c...,2021-04-19T12:53:05.310159,2024-07-03T15:39:08.076898,2021-04-19T13:12:43.949263,10.1016/j.bandc.2021.105811,"autism, drift diffusion model, emotional stroop, priming, spatial frequencies, visual perception",https://osf.io/preprints/psyarxiv/vqy2u_v1/,N/A,N/A,"autis, app, adult"
cfkzw_v1,Protocol paper Aging &amp; Autism Geurts ea,"Autism spectrum conditions (ASC) develop early in life and are thought to last a lifetime. However, ASC research has two major knowledge gaps that ...",2021-03-02T16:41:04.814228,2021-03-07T19:16:53.791254,2021-03-02T16:57:31.458750,,,https://osf.io/preprints/psyarxiv/cfkzw_v1/,N/A,N/A,autis
bpw3s_v1,Brief Report: The Application of Skills and Knowledge (ASK) model: A novel conceptualization of social performance to guide instrument development and advance adult autism research,"Current conceptualizations of social competency often focus on value judgments (e.g., appropriateness) that are influenced by a combination of indi...",2021-02-18T20:48:55.599315,2021-02-18T23:50:34.544426,2021-02-18T20:53:44.239568,,"adulthood, autism, conceptual model, social functioning, social knowledge, social performance, social skills",https://osf.io/preprints/psyarxiv/bpw3s_v1/,N/A,N/A,"autis, app, adult"
cpd9b_v1,Digital Parent Training RCT Meta-Analysis and Systematic Review,Background. Disruptive behavior disorders have increased during the pandemic and are associated with family conflict and child risk of child maltre...,2021-01-15T15:48:13.620291,2022-03-11T20:34:46.935003,2021-01-15T15:58:37.757235,,"Digital Parent Training, Disruptive Behavior Disorders, Externalizing Behaviors, Family Stress, Meta-Analysis, Parent Mental Health, Preregistration",https://osf.io/preprints/psyarxiv/cpd9b_v1/,N/A,N/A,
hb4qu_v1,Genetic variation in the oxytocin system and its link to social motivation in human infants,Introduction. Variability in the motivation to approach or withdraw from others displayed in infancy is thought to have long-term effects on human ...,2021-01-13T16:04:33.039564,2023-03-31T19:21:02.781672,2021-01-13T16:08:46.115188,,"emotion, eyetracking, fNIRS, frontal asymmetry, infant, oxytocin",https://osf.io/preprints/psyarxiv/hb4qu_v1/,N/A,N/A,app
p62gr_v1,Autistic adult and non-autistic parent advocates: Bridging the divide,"Purpose: Due to the developmental nature of autism, which is often diagnosed in preschool or elementary school-aged children, non-autistic parents ...",2020-12-28T16:54:34.609065,2021-01-02T03:21:19.239613,2020-12-28T17:30:20.820635,10.1108/S1479-354720200000012011,"Advocacy, Autism, Autistic Adults, Disability, Non-autistic parents, Priorities",https://osf.io/preprints/psyarxiv/p62gr_v1/,N/A,N/A,"autis, adult"
